CTRL,Bauer et al (pg.),Schneider; Ur III,Rosengarten,LAK,REC,OBO,Labat,Borger (MesZL),unicode,OB Signs,Sign var. (?),OGSL,SIGN NAME,ED III Sumerian (Oracc),ED III Sumerian (Oracc)_att,Lagaš II Sumerian (Oracc),Lagaš II Sumerian (Oracc)_att,Ur III,OB Sumerian,Basic Meaning,Other,Akkadian word equivalent,Uruk,Pre-Sargonic,Ebla,Ebla Meaning,OAkk,OB,OA,OA Meaning,Amarna,MA (Oracc),MA (Oracc)_att,MB (Oracc),MB (Oracc)_att,Nuzi,NA,NA (Oracc),NA (Oracc)_att,NB (Oracc),NB (Oracc)_att,LB (Oracc),LB (Oracc)_att
,,,,,,459,558,890,,𒊩𒆳,𒊩,|SAL.KUR|,GEME2 (MUNUS.KUR),geme₂,geme₂ (7),geme₂,geme₂ (2),,geme2,woman; female servant,,,,,,,,, GEME3 - amtum,female servant; slave girl; second wife,,,,|SAL.KUR|,|SAL.KUR| (1),,geme2; amat,amat,amat (35),amat,amat (8),,
,,,,,,77,210,212,,𒃾,𒃾 ,GEŠTIN,ĜEŠTIN,ŋeštin,ŋeštin (22),ŋeštin,ŋeštin (11),,ĝeštin,wine,,,,,,,,,,,,,,GEŠTIN,GEŠTIN (2),,,GEŠTIN,GEŠTIN (158),GEŠTIN,GEŠTIN (11),GEŠTIN,GEŠTIN (6)
,,,,,,40,85,141,12100,𒄀, 𒄀,GI,GI,gi; sig₁₇; GI,gi (131); sig₁₇ (17); GI (9),ge; gen₆; gi; sig₁₇; GI,ge (19); gen₆ (18); gi (10); GI (2); sig₁₇ (2),,ge; gi; si22; (sig17); [girx],reed; (gi-n): adj.; just; firm; v.; to act justly; to stabilize,green (green-yellow); to turn; return; go around; change status; go back,arqu; arāqu; lamû; târu,,,,,,, gi; ge; GI (in KU3.GI - hurāṣum - ‘gold’),,,gi; GI,GI (13); gi (3),ge; gi; ke₂; ki₂; qe₃; qi₃; GI,gi (94); GI (35); qi₃ (21); ge (6); qe₃ (6); ki₂ (5); ke₂ (5),,gi; ge,ge; gi; GI,gi (797); GI (74); ge (67),ge; gi; GI,gi (307); ge (24); GI (21),ge; gi; ki₂; GI,gi (50); GI (24); ge (4); ki₂ (1)
,,,,,,214,326,507,,𒄄, 𒄄,GI₄,GI4 (GI-g.),gi₄; GI₄,gi₄ (60); GI₄ (2),ge₄; gi₄,gi₄ (37); ge₄ (1),,ge4; gi4,to return,,,,,,,,,,,,,,,,,,gi₄,gi₄ (11),,,,
,,,,,,427,548,875,,𒋙𒑕,𒋙𒀾,|ŠU₂.AŠ₂|,GIBIL2,,,,,,gibil2; kibir2,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,426,576,830,,𒄇,𒄇,GIDIM,GIDIM,gidim; GIDIM,gidim (4); GIDIM (3),,,,kitim [gidim],,,,,,,,,,,,,,,,,,,GIDIM,GIDIM (4),GIDIM,GIDIM (6),,
,,,,,,350,446,705,,𒈪𒉭, 𒈪𒉭,GIG,GIG (MI.NUNUZ),gig,gig (7),,,,ge17; geg; kib3; [gib3]; [gig],,,,,,,,,, GIG - aršātum,wheat,,,,,,,,gig; kik; GIG,GIG (129); gig (5); kik (2),GIG,GIG (21),,
,,,,,,255,330.6,514,,𒈓, 𒈓,|LU₂@LU₂|,GIGAM (LU2\LU2),,,,,,(gigam; inbir k),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,405,486,760,,𒇀,𒇀,|LAGAB×BAD|,GIGIR (LAGAB×BAD),|LAGAB×BAD|; gigir,|LAGAB×BAD| (3); gigir (2),,,,gigir; (dulx k); [tul8],,,,,,,,,,,,,,,|LAGAB×BAD|,|LAGAB×BAD| (1),,,,,,,,
,,,,,,250,67,105,12103,𒄃, 𒄅,|GI%GI|,GIL (GI×GI),|GI%GI|; gi₁₆,gi₁₆ (2); |GI%GI| (1),gi₁₆; gil,gil (8); gi₁₆ (4),,gi16; gib; gil; gilim; (ge16),to cross; to bar; to mess up,,,,,,,,,,,,,,gil; kil₂,kil₂ (132); gil (1),,gil; kíl,gil; kil₂,gil (5); kil₂ (1),gil,gil (4),gil,gil (1)
,,,,,,67,440,686,,𒁶, 𒁶,DIM₂,GIM,dim₂; gin₇; šidim; DIM₂,dim₂ (14); šidim (11); DIM₂ (4); gin₇ (2),dim₂; gin₇,gin₇ (34); dim₂ (23),,dim2; ge18; gen7; mušdam(m)a; šidim; (diĝ2 k); (gem); (gi18); [gim; gin7]; [šitim],(dim2): to build; to create,,,,,,,,,,,,,,gim,gim (2),,,dim₂; gim; kim; qim; ṭem₂; ṭim₂; DIM₂,kim (65); gim (52); DIM₂ (27); ṭim₂ (12); qim (11); ṭem₂ (10); dim₂ (6),gim; kim; qim,gim (8); kim (3); qim (2),kim,kim (3)
,,,,,,401.2,595,836,,𒂆,𒂆,DUN₃@g,GIN2,aga₃; giŋ₄; gin₂; DUN₃@g,giŋ₄ (19); gin₂ (19); DUN₃@g (8); aga₃ (5),,,,aga3; giĝ4; (du5+ k); (dun3+/tun3+ k); (gin2 k),,,,,,,,,,,,,,,gin₂,gin₂ (3),,,gim₂; puš₄,gim₂ (13); puš₄ (1),,,,
,,,,,,222,346,558,,𒄫,𒄫 ,HA@g,GIR (HA-g.),gir; peš; HA@g,peš (10); gir (10); HA@g (6),peš,peš (2),,gir/kir; peš; ha+; (ku6+ k); [ha6],,,,,,,,,,,,,piš; qer,qer (1); piš (1),gir; kar₄; kir; peš; piš,piš (5); gir (3); peš (2); kar₄ (1); kir (1),,,biš; ger; gir; ker; kir; peš; pis; piš; puš₃; qer; qir,piš (426); gir (85); kir (80); qer (44); qir (34); biš (33); ger (27); peš (17); ker (2); pis (1); puš₃ (1),biš; ger; gir; kir; pes; peš; piš; qer; qir,biš (12); kir (12); piš (10); qir (6); peš (5); qer (5); gir (2); ger (2); pes (1),kir; peš; piš; qer; qir,kir (214); piš (29); peš (29); qir (7); qer (1)
,,,,,,293,423,675,,𒄌,𒀘,|GIR₃×GAN₂@t|,GIR16 (KIŠ×KAR2),girid₂,girid₂ (6),,,,giri16 (girid2),,,,,,,,,,,,,,,,,,,,,,,,
,,21,,7,4,8,10,6; 7,12108; 1209,𒄈, 𒄈,GIR₂,ĜIR2,ŋir₂; GIR₂,ŋir₂ (217); GIR₂ (2),ŋir₂; ŋiri₂,ŋir₂ (201); ŋiri₂ (1),,ad2; ĝir2; ĝiri2; tab2; ul4; [adda4; addu3],knife; dagger; scorpion (ul4): quick,dagger, paṭru,,,,,,gir2,GIR2 - paṭru,knife; sword; dagger,,,,GIR₂,GIR₂ (3),,gír; gir2; ád; ad2; át; at2; áṭ; aṭ2; ul4,gir₂; GIR₂,gir₂ (149); GIR₂ (46),GIR₂,GIR₂ (148),gir₂; GIR₂,GIR₂ (6); gir₂ (1)
,,,,,,291.2,444,701.1,,𒄊, 𒄊,GIR₃,ĜIR3,ŋir₃; GIR₃,ŋir₃ (6); GIR₃ (1),ŋiri₃,ŋiri₃ (4),,ĝiri3; ir9; irra; (ĝir3) [ir9-ra],foot; path,,,,,,,,,,,,GIR₃,GIR₃ (2),GIR₃,GIR₃ (36),,,er₉; gir₃; GIR₃,GIR₃ (131); er₉ (2); gir₃ (1),GIR₃,GIR₃ (28),gir₃; GIR₃,gir₃ (2); GIR₃ (1)
,,,,,,342,430,683,,𒌋𒀜,𒌋𒀜,|U.AD|,GIR4 (U.AD),gir₄,gir₄ (1),,,,isimu3; kir13; [gir4],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,160,296,469,12111,𒄑,𒄑 ,GIŠ,ĜIŠ,ŋeš; ŋiš; GIŠ,ŋeš (69); GIŠ (14); ŋiš (11),ŋeš; is,ŋeš (38); is (12),,ĝeš; iz; [ĝiš],tree; woden implement,,,,,,,,(is), is; iṣ; iz; es; eṣ; ez; iš6 (extremely rare; in 91/k) GIŠ ,,,is; iṣ; iz; niš₂; GIŠ,iṣ (17); GIŠ (5); niš₂ (3); is (1); iz (1),es; eṣ; ez; giš; is; iṣ; iz; niš₂; GIŠ,iṣ (175); GIŠ (91); iz (63); is (53); niš₂ (22); ez (8); eṣ (7); es (3); giš (1),,is; es; iz; ez; iṣ; eṣ; giš,es; eṣ; ez; geš; gis; giš; ŋeš; is; iṣ; iz; nis₂; GIŠ,is (966); iṣ (455); iz (389); GIŠ (135); ez (57); giš (48); es (45); eṣ (30); geš (28); nis₂ (24); ŋeš (1); gis (1),es; eṣ; ez; giš; is; iṣ; iz; GIŠ,iṣ (178); is (142); iz (73); eṣ (11); ez (8); GIŠ (7); es (5); giš (3),giš; is; iṣ; iz; GIŠ,is (264); GIŠ (123); iṣ (16); iz (5); giš (3)
,,,,,,81,226,276,,𒄐, 𒄐,GISAL,ĜISAL (BI.ĜIŠ),ŋisal,ŋisal (5),,,,ĝisal,oar,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,189,49.1,80,12347,𒍇, 𒍇,|URU×MIN|,ĜIŠGAL (URU×MIN),|URU×MIN|; ŋišgal; lu₇; ulu₃,|URU×MIN| (11); lu₇ (7); ulu₃ (2); ŋišgal (1),,,,ĝešgal; lu7; ulu3; uru17; (u18); [ĝišgal],,,,,,,,,,,,,,,,,,,gal₃; qal₃,qal₃ (8); gal₃ (1),,,,
,,,,,,458,559,891,,𒄖,𒄖,GU,GU,gu; GU,gu (45); GU (3),gu,gu (6),,gu,flax; thread,,,,,,,,, gu (rare; gu5 preferred),,,gu,gu (1),gu; ku₈; qu₃; GU,gu (118); ku₈ (8); GU (2); qu₃ (1),,,gu; qu₃; GU,gu (795); GU (5); qu₃ (4),gu; GU,gu (76); GU (4),gu,gu (306)
,,,,,,89,106,176,,𒄘, 𒄘,GU₂,GU2,gu₂; GU₂,gu₂ (46); GU₂ (1),gu₂; gun₂,gu₂ (19); gun₂ (13),,gu2; gun2,neck; edge; river bank,,,,,,,,, GU2 - biltum ,load; talent’ ~30 kg; 60 minas,,tiq,tiq (1),tek; GU₂,GU₂ (5); tek (1),,,gu₂; tik; tiq; GU₂,GU₂ (153); tik (9); tiq (7); gu₂ (1),gu₂; tik; tiq; GU₂,GU₂ (8); gu₂ (1); tik (1); tiq (1),tik; GU₂,GU₂ (51); tik (1)
,,,,,,118,297,472,,𒄞, 𒄞,GUD,GU4,eštub; gu₄; gud; GUD,gud (131); GUD (13); gu₄ (4); eštub (3),gud,gud (11),,aštub; gu4; gud; [eštub],ox,,,,,,,,, GUD/GU4 - alpum,oxen,,,,gud; GUD,GUD (9); gud (1),,,gud; GUD,GUD (344); gud (1),GUD,GUD (48),,
,,,,,,329,36,65,12165,𒅥, 𒅥,|KA×GAR|,GU7 (KA×NIĜ2),|KA×GAR|; gu₇,gu₇ (8); |KA×GAR| (2),gu₇,gu₇ (1),,gu7; šaĝar; [ku2],to eat; (šaĝar): hunger,,,,,,,,,,,,,,,,,,ku₂,ku₂ (1),,,,
,,,,,,282,398.64,638,,𒄴𒈨, 𒄴𒈨,|HI×NUN.ME|,GUDU4 (“AH”.ME),guda₂; gudu₄,gudu₄ (1); guda₂ (1),,,,gudu4 (gudug) [guda2],,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,591,858,1235D+12122,𒐉𒄢,𒍝𒄢,|ZA.GUL|,GUG (ZA.GUL),,,,,,,carnelian,,,,,,,,,GUG - sāmtum,carnelian,,,,,,,gug; guq,,,gug,gug (1),,
,,,,,,216,345,555,,𒈖, 𒈖,LU₃,GUG2 (ŠE3-g.),gar₅; gug₂; lu₃; LU₃,lu₃ (22); gug₂ (19); gar₅ (10); LU₃ (3),,,,gar5 k; gug2; lu3,,,,,,,,,,,,,,,,,,,lu₃; LU₃,lu₃ (8); LU₃ (1),,,,
,,,,,,343,429,682,,𒄢, 𒄢,GUL,GUL,gul; sumun₂; sun₂; GUL,gul (21); sumun₂ (4); sun₂ (3); GUL (1),gul; sumun₂,sumun₂ (3); gul (2),,gul; isimu2; sumun2; [sun2],to destroy,,,,,,,,, qul2; kul2,,,gul,gul (2),gul; kul₂; qul₂; GUL,kul₂ (23); gul (7); qul₂ (2); GUL (1),,,gul; kul₂; qul₂; GUL,gul (53); qul₂ (7); kul₂ (4); GUL (2),gul,gul (10),gul,gul (2)
,,,,,,92,111,180,,𒄥, 𒄥,GUR,GUR,gur; GUR,gur (19); GUR (1),gur,gur (2),,gur,n.; a measure of capacity; v.; to return,,,,,,,,, qur; kur3 (rare; typically in PNs: Waqqurtum; Zikur-ilī),,,,,gur; kur₃; qur; GUR,gur (23); kur₃ (9); qur (6); GUR (1),,,gur; kur₃; qur; GUR,qur (269); GUR (221); gur (68); kur₃ (6),gur; qur; GUR,GUR (69); qur (33); gur (26),gur; GUR,GUR (375); gur (7)
,,,,,,396,542,819,,𒄦, 𒄦,GUR₇,GUR7,gur₇; GUR₇,gur₇ (11); GUR₇ (1),,,,guru7; kuru13; [gur7],silo,,,,,,,,,,,,,,GUR₇,GUR₇ (1),,,gur₇; GUR₇,GUR₇ (1); gur₇ (1),,,,
,,,,,,283,58,88,122FD,𒋽,𒆭,TE@g,GUR8 (TE-g.),gur₈; ru₁₀; uru₅; TE@g,gur₈ (6); TE@g (3); uru₅ (1); ru₁₀ (1),gur₈; uru₅,gur₈ (2); uru₅ (1),,gur8; maru? k; (marx k); (ten+ k),,,,,,,,,,,,,,,,,,gur8,,,,,,
,,,,,,145,310,503,,,𒄧 ,GURUN,GURUN,,,,,,gurun,fruit,,,,,,,,,,,,,,,,,,GURUN,GURUN (10),GURUN,GURUN (1),,
,,,,,,475,589,856,,𒄩,𒄩,HA,HA,ha; ku₆; HA,ku₆ (230); ha (21); HA (14),ha,ha (30),,ha; ku6; gir-/kir-; peš-; [gir14]; [kua]; [peš11],fish,,,,,,,,,ha ,,,ha,ha (87),ʾa₄; ha; HA,ha (851); ʾa₄ (3); HA (1),,,ʾa₄; ha; HA,ha (2602); HA (5); ʾa₄ (1),ha; HA,ha (649); HA (1),ha; HA,ha (556); HA (2)
,,,,,,430,462,740,,𒆢, 𒆢,|KI×U|,HABRUD (KI×U),,,,,,habrud,,,,,,,,,,,,,,,,,,,,,,,,
,,18,,,2,7,2,3,1212C,𒄬, 𒄬,HAL,HAL,hal; HAL,hal (9); HAL (3),,,,buluh; hal,to divide,thigh; hoof, hallu,,,,,, hal, hal,,,hal,hal (5),hal; HAL,hal (38); HAL (11),,ḫal; min5,hal; HAL,hal (303); HAL (126),hal; HAL,HAL (161); hal (44),hal,hal (32)
,,,,,,281,401,644,,𒄯, 𒄯,|HI×AŠ₂|,HAR (HI×AŠ2),|HI×AŠ₂|; ar₃; har; hur; kin₂; kinkin; mur; ur₅,|HI×AŠ₂| (15); hur (8); kin₂ (6); kinkin (5); har (5); ur₅ (4); mur (3); ar₃ (1),ar₃; ara₃; hur; mur; ur₅,hur (26); ur₅ (3); ar₃ (2); mur (1); ara₃ (1),,ar3; ara3; har; hur; kin2; kinkin; mur; ur5; [kikken/kikkin],bracelet; (hur): hole; (ur5): thus; so,,,,,,,,, mur,,,hir₂; hur; kin₂; mur,kin₂ (15); mur (8); hir₂ (2); hur (1),gin₈; har; hir₂; hur; kin₂; mur,mur (203); har (72); hur (7); kin₂ (6); hir₂ (5); gin₈ (1),,,ar₃; har; hir₂; hur; ken₂; kin₂; mur; muru; ur₅,mur (674); har (501); hur (301); kin₂ (54); hir₂ (11); ken₂ (3); muru (2); ur₅ (2); ar₃ (1),har; hir₂; hur; kin₂; mur,mur (183); har (100); hur (33); kin₂ (4); hir₂ (3),ar₃; har; hir₂; hur; mur,har (54); hur (26); mur (25); hir₂ (2); ar₃ (1)
,,,,,,218,146,270,,𒈢, 𒈢,MA@g,HAŠHUR,hašhur,hašhur (1),,,,hašhur,apple(tree),,,,,,,,,,,,,,,,,,,,,,,
,,,,,,277,396.1,631,,𒄭, 𒄭,HI,HI (ŠAR2),du₁₀; dub₃; dug₃; hi; HI,HI (84); hi (25); dug₃ (25); du₁₀ (3); dub₃ (1),du₁₀; dub₃; dug₃,dug₃ (34); du₁₀ (6); dub₃ (1),,du10; he; hi; šar2; (dug3),(du10-sa): friend; companion; (dug3): adj.; good; pleasant; fresh (water); n.; knee; v.; to enjoy; to be/make enjoyable; (šar2): numerous,, ṭābum,,,,,,, hi; he; DUG3; DU10; HI(.A) plural,to be good,,hi; HI,hi (30); HI (1),ʾi₃; he; hi; ṭa₃; ṭe₂; ṭi₂; HI,hi (387); he (42); ṭi₂ (10); ʾi₃ (7); ṭe₂ (4); ṭa₃ (3); HI (3),,,du₁₀; he; hi; ṭe₂; ṭi₂; HI,hi (2153); he (246); ṭi₂ (178); du₁₀ (19); HI (17); ṭe₂ (14),he; hi; ṭe₂; ṭi₂; HI,hi (535); he (33); HI (1); ṭi₂ (1); ṭe₂ (1),he; hi; ṭa₃; HI,hi (834); he (29); ṭa₃ (1); HI (1)
,,,,,,286,409.2,656,,𒄵,,|HI×(U.U.U)|,HI×EŠ,,,,,,šarušu,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,285,409.1,655,,,,|HI×(U.U)|,HI×MAN,,,,,,šarniš k,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,284,409,653,,𒄶, 𒄶,|HI×U|,HI×U,,,,,,dubur2; šaru,,,,,,,,,,,,,,,,,,,,,,,,
,,111,,,,34,78,132,12137,𒄷, 𒄷,HU,HU,hu; mušen,mušen (19); hu (9),hu; mušen,hu (13); mušen (5),,hu; mušen; pag,bird,bird,iṣṣūru,,,,,,, hu,,,bak; hu,hu (18); bak (5),ʾu₅; hu; mušen; HU,hu (440); ʾu₅ (3); HU (2); mušen (1),,,bak; baq; hu; pag; pak; paq; HU,hu (1904); bak (48); paq (28); pag (17); pak (8); baq (2); HU (1),bak; hu; pag; pak; paq; HU,hu (299); bak (22); paq (17); HU (2); pag (1); pak (1),bak; baq; hu; paq,hu (510); paq (25); baq (2); bak (1)
,,,,,,446,89,150,,𒄽, 𒄽,|HUB₂×UD|,HUB,|HUB₂×UD|,|HUB₂×UD| (1),,,,tu11+; [tu10],,,,,,,,,,,,,,,,,,,hub; hup,hup (5); hub (4),,,,
,,,,,,445,88,149,,𒄸,𒆏 ,HUB₂,HUB2,hub₂; HUB₂,HUB₂ (11); hub₂ (6),,,,hub2; tu11,,,,,,,,,,,,,,,hup₂,hup₂ (1),,,hup₂; HUB₂,HUB₂ (8); hup₂ (4),hub₂,hub₂ (4),,
,,,,,,240,456,733,,𒅆𒌨,𒅆𒌨,|IGI.UR|,HUL,hul,hul (2),hul,hul (1),,hul; hulu,bad,,,,,,,,,,,,,,,,,,hul,hul (24),hul,hul (2),,
,,,,,,425,550,877,,𒄾, 𒄾,HUL₂,HUL2,gukkal; ukuš₂; HUL₂,gukkal (25); ukuš₂ (8); HUL₂ (2),hul₂; ukuš₂,hul₂ (2); ukuš₂ (2),,bibra; hul2; kuš8; [ukuš2],joy(ous),,,,,,,,,,,,,,,,,,hul₂; HUL₂,HUL₂ (10); hul₂ (1),HUL₂,HUL₂ (3),,
,,,,,,294,402,645,,𒄭𒄊, 𒄭𒁴,|HI.GIR₃|,HUŠ (KIŠ×TIN),huš,huš (3),huš,huš (10),,huš (hus k),furious,,,,,,,,,,,,,,huš,huš (6),,,huš; ruš,huš (24); ruš (1),,,,
,,,,,,192,142,252,,𒄿, 𒄿,I,I,i; I,i (32); I (1),i,i (6),,i,,,,,,i,,,, i,,,i,i (105),i; I,i (2746); I (73),,,i; I,i (10511); I (12),i; I,i (5256); I (12),i; I,i (1859); I (10)
,,,,,,193,142.1,260,,𒅀, 𒅀,|I.A|,IA,,,,,,ia,,,,,,,,,,,,,ia,ia (24),ia; yi₂,ia (3798); yi₂ (2),,,ia; ie; ii; iu,ia (4660); iu (48); ie (16); ii (15),ia,ia (1411),ia,ia (684)
,,,,,,476,598.1,861,,𒐊,𒐃 ; 𒐊,5(DIŠ),IA2,5(diš),5(diš) (17),5(diš),5(diš) (1),,ia2,,,,,,,,,, IA2,5,,,,5(diš); ia₂,5(diš) (1); ia₂ (1),,,5(DIŠ); i₂; ia₂,ia₂ (1141); i₂ (30); 5(DIŠ) (5),ia₂,ia₂ (651),ia₂,ia₂ (33)
,,,,,,394,535,807,,𒅁, 𒅁,IB,IB,eb; ib; uraš; urta; IB,IB (23); ib (19); urta (1); uraš (1); eb (1),eb,eb (1),,dara2; eb; ib; uraš; urta; (ip),,,,,,,,,, ib; ip; eb; ep,,,ep; ib; ip; IB,ip (19); ib (4); IB (1); ep (1),eb; ep; ib; ip; urta; IB,ip (308); ib (258); ep (85); eb (37); urta (4); IB (2),,,eb; ep; ib; ip; urta; IB,ib (580); ip (494); ep (252); eb (64); IB (19); urta (2),eb; ep; ib; ip; IB,ip (258); ib (84); ep (69); eb (29); IB (6),ep; ib; ip,ep (50); ip (28); ib (22)
,,,,,,87,74.238,124,12226+12118+120FC,𒄘𒃼, 𒄘𒃼,|GU₂.GAR₃|,IDIGNA (GU2. GAR3),idigna,idigna (8),idigna,idigna (2),,idigna,,Tigris,idiqlat,,,,,,,,,,,,,,,,,,,,,
,,,,,,61,80,136,12145,𒅅, 𒅅,IG,IG,gal₂; ŋal₂; ig; IG,ŋal₂ (12); ig (3); IG (3); gal₂ (1),eg; ŋal₂; ig,ŋal₂ (33); ig (15); eg (1),,ĝal2; ig (ek; ik),,,,,,,,,, ig; ik; iq; eg; ek; eq,,,ik; iq,ik (4); iq (2),eg; ek; eq; ig; ik; iq; IG,iq (208); ik (158); eq (17); ig (17); ek (9); IG (2); eg (2),,gla2; ig; ik; iq; eg; ek; eq,eg; ek; eq; gal₂; ig; ik; iq; IG,iq (857); ik (645); ig (97); IG (76); ek (75); eq (57); eg (6); gal₂ (5),eg; ek; eq; ig; ik; iq; IG,ik (246); iq (211); ek (22); ig (16); IG (11); eq (9); eg (3),ek; eq; ig; ik; iq; IG,ik (256); iq (101); IG (5); ig (4); ek (1); eq (1)
,,,,,,233,449,724,,𒅆,𒅆,IGI,IGI,igi; ši; IGI,igi (51); IGI (24); ši (3),igi; ši,igi (29); ši (23),,igi; lim; ši; (bad5 k),eye; face; front,,,,,,,,, lim; lum2; lam5 (rare; lam preferred); ši (only in dUTU-ši); IGI - ēnum ‘eye’; mahar ‘in front of’,,,lem; ši; IGI,ši (18); IGI (4); lem (3),igi; lem; li₃; lim; lum₂; še₂₀; ši; IGI,ši (1563); lim (51); li₃ (18); IGI (10); lem (8); še₂₀ (7); igi (1); lum₂ (1),,,igi; le₃; lem; li₃; lim; še₂₀; ši; IGI,IGI (6412); ši (3070); lim (972); lem (121); li₃ (39); igi (6); le₃ (1); še₂₀ (1),lem; lim; ši; IGI,ši (811); IGI (618); lim (129); lem (13),igi; li₃; lim; pad₄; ši; IGI,ši (1244); IGI (348); lim (66); igi (2); li₃ (1); pad₄ (1)
,,726,374,,314; 315,78,205,348,,𒅋, 𒅋,IL,IL,il; IL,il (38); IL (1),il,il (1),,il,,,,,,,,,, il (very rare; il5 preferreed),,,il,il (7),el₂; il,il (236); el₂ (8),,,el₂; il; IL,il (1225); el₂ (5); IL (1),il,il (541),el₂; il; IL,il (76); IL (1); el₂ (1)
,,,,,,204,320,493,,𒅍, 𒅍,IL₂,IL2,il₂; IL₂,il₂ (10); IL₂ (1),dupsik; il₂,il₂ (25); dupsik (4),,dubsig; ga6 k; guru3; il2; (gur3); [dupsik; dus(s)u],to carry; (gur3): to carry,,,,,,,,,,,,,,il₂,il₂ (2),,,il₂; IL₂,IL₂ (61); il₂ (3),IL₂,IL₂ (18),IL₂,IL₂ (1)
,,,,,,480,598.5,868,,𒐎,𒐇 ; 𒑆,ILIMMU,ILIMMU,,,,,,ilimmu,,,,,,,,,,ILIMMU,9,,,,,,,,,,,,,
,,,,,,273,166.2,304,,𒆜𒆳, 𒆜𒆳,|KASKAL.KUR|,ILLAT (KASKAL.KUR),,,,,,illat,,,,,,,,,,ILLAT - ellatum ,(donkey) caravan,,,,,,,,|KASKAL.KUR|; illat,illat (1); |KASKAL.KUR| (1),,,,
,,,,,,297,399,641,,𒅎, 𒅎,IM,IM,im; iškur; IM,im (32); IM (15); iškur (1),em; im; tumu; IM,im (90); em (5); tumu (2); IM (1),,em; ennegi; im; iškur; karkara; ni2; šeĝ7; tumu; (did k); (tu15); [enegi; en(n)igi]; [tum9],clay; tablet; wind; cardinal point; (ni2): fear; respect; (ni2 + personal suffixes): self,,,,,,,,, im; em; IŠKUR/IM - Adad,,,em; im; IM,im (6); em (3); IM (2),em; im; IM,im (381); em (53); IM (22),,,em; im; šar₅; IM,im (766); IM (279); em (75); šar₅ (1),em; im; IM,im (147); IM (41); em (41),em; im; IM,im (120); IM (89); em (15)
,,,,,,478,598.3,863,,𒐌,𒐅; 𒑂,IMIN,IMIN,IMIN,IMIN (1),imin,imin (14),,umun7 [imin],,,,,,,,,,IMIN,7,,,,,,,,IMIN,IMIN (19),,,,
,,,,,,386,148,261,,𒅔, 𒅔,IN,IN,in; IN,in (12); IN (1),in,in (38),,en6; in; isin2,insult,,,,,,,,, in; en6,,,in,in (4),in; IN,in (211); IN (1),,,in; IN,in (829); IN (4),in,in (333),in; IN,in (264); IN (1)
,,,,,,263,232,437,,𒅕, 𒅕,IR,IR,ir; IR,ir (19); IR (3),ir,ir (6),,er; ir; (du3+),perfume(d),,,,,,,,, ir; er; IR (phonogram for IR3) - wardum,(male) slave; servant,,er; ir; IR,ir (15); er (7); IR (2),er; ir,ir (382); er (112),,,er; ir; IR,ir (845); er (370); IR (17),er; ir; IR,ir (150); er (42); IR (26),er; ir,ir (73); er (5)
,,,,,,162,212,357,,𒅖, 𒅖,IŠ,IŠ,iš; kuš₇; sahar; šuš₃; IŠ,IŠ (60); šuš₃ (28); iš (4); kuš₇ (3); sahar (1),sahar,sahar (6),,iš; iši; kukkušda; kuš7; milla; sahar; šuš3 (isiš); [kukus],(sahar): dust; sand; dirt,,,,,,,,, iš; eš15 (uncommon; eš preferred),,,is₂; iš; IŠ,iš (41); is₂ (1); IŠ (1),eš₁₅; is₂; iš; mil; IŠ,iš (930); mil (39); eš₁₅ (3); IŠ (2); is₂ (1),,,eš₁₅; is₂; iš; iṣ₂; mel; mil; IŠ,iš (2007); mil (108); IŠ (14); mel (6); is₂ (2); eš₁₅ (1); iṣ₂ (1),iš; mil; IŠ,iš (501); mil (19); IŠ (1),eš₁₅; iš; mil,iš (266); mil (31); eš₁₅ (2)
,,,,,,334,52,20,1231A 12317,𒌗, 𒌚,|UD×(U.U.U)|,ITI (UD×EŠ),iti,iti (1),itud,itud (1),,iti (itid) [itu(d)],month,,warhum,,,,,,,ITI - warhum,month,,,,,,,,,,,,,
,,,,,,101,265,424,,𒃟,𒃟,|GA₂×MI|,ITIMA,,,,,,itima,,,,,,,,,,,,,,,,,,,,,,,,
